日付,レース場コード,レース場名,レース番号,選手枠番,選手ナンバー,レーサーID,レーサー名,年齢,体重,展示タイム,スタートタイミング,レースタイム,最終着順
2024-03-01,24,大村,1,6,3,4176,樋　口　　喜　彦,61,75,6.94,0.11,,3
2024-03-01,24,大村,2,1,3,4263,武　重　　雄　介,34,30,6.96,0.28,1.50.6,4
2024-03-01,24,大村,2,2,1,3536,一　色　　雅　昭,36,35,6.97,0.14,1.51.3,1
2024-03-01,24,大村,2,3,2,3964,宮　地　　博　士,69,74,6.96,0.19,1.53.0,3
2024-03-01,24,大村,2,4,4,3282,池　本　　輝　明,73,76,6.95,0.21,1.54.3,2
2024-03-01,24,大村,2,5,6,5311,小　林　　京　平,47,62,6.91,0.21,,4
2024-03-01,24,大村,2,6,5,4051,清　水　　敦　揮,53,58,6.98,0.18,,4
2024-03-01,24,大村,3,1,2,4557,松　尾　　光　広,27,56,7.03,0.19,1.50.4,2
2024-03-01,24,大村,3,2,1,4355,小　川　　広　大,38,53,7.0,0.07,1.52.8,1
2024-03-01,24,大村,3,3,3,4096,石　橋　　道　友,11,43,6.94,0.16,1.53.2,4
2024-03-01,24,大村,3,4,4,3853,岩　崎　　正　哉,46,61,7.01,0.16,1.53.8,4
2024-03-01,24,大村,3,5,6,4695,尾　崎　　雄　二,18,46,6.99,0.21,,4
2024-03-01,24,大村,3,6,5,4453,永　田　　郁　弥,55,32,6.99,0.17,,3
2024-03-01,24,大村,4,1,1,3878,胡　本　　悟　志,51,23,6.91,0.17,1.48.7,1
2024-03-01,24,大村,4,2,4,4635,峰　重　　力　也,26,34,6.92,0.14,1.50.9,4
2024-03-01,24,大村,4,3,5,4364,池　永　　　　太,62,16,6.94,0.17,1.52.4,3
2024-03-01,24,大村,4,4,6,4811,向井田　　佑　紀,40,69,6.89,0.18,1.52.6,4
2024-03-01,24,大村,4,5,2,3564,桑　原　　　　啓,66,44,6.88,0.16,,4
2024-03-01,24,大村,4,6,3,4380,鈴　木　　峻　佑,21,19,6.91,0.34,,2
2024-03-01,24,大村,5,1,3,3796,長　野　　道　臣,23,49,6.86,0.19,1.49.3,4
2024-03-01,24,大村,5,2,6,4237,大　峯　　　　豊,48,55,6.95,0.33,1.51.3,4
2024-03-01,24,大村,5,3,2,3981,今　坂　　晃　広,50,12,6.94,0.22,1.52.8,4
2024-03-01,24,大村,5,4,4,5152,丸　山　　祐　也,52,26,7.04,0.19,1.53.7,1
2024-03-01,24,大村,5,5,5,4031,飯　島　　　　誠,33,45,6.97,0.2,,3
2024-03-01,24,大村,5,6,1,4729,佐　藤　　謙史朗,30,31,6.86,0.41,,2
2024-03-01,24,大村,6,1,3,3273,石　田　　　　豪,29,39,6.93,0.29,1.49.7,3
2024-03-01,24,大村,6,2,2,4403,木　下　　大　將,14,66,6.91,0.27,1.51.3,1
2024-03-01,24,大村,6,3,6,4193,郷　原　　章　平,76,68,6.84,0.25,1.51.9,4
2024-03-01,24,大村,6,4,4,4176,樋　口　　喜　彦,61,75,6.92,0.26,1.53.1,4
2024-03-01,24,大村,6,5,1,4681,太　田　　　　潮,64,40,6.91,0.27,,2
2024-03-01,24,大村,6,6,5,5311,小　林　　京　平,47,62,6.89,0.23,,4
2024-03-01,24,大村,7,1,1,3872,岡　田　　憲　行,20,33,7.07,0.24,1.49.5,1
2024-03-01,24,大村,7,2,4,3702,貞　兼　　淳　二,56,15,6.85,0.26,1.51.1,3
2024-03-01,24,大村,7,3,6,4650,中　山　　雄　太,67,73,6.83,0.28,1.52.5,4
2024-03-01,24,大村,7,4,5,3536,一　色　　雅　昭,36,35,6.96,0.27,1.53.0,4
2024-03-01,24,大村,7,5,2,5147,田　中　　勇　輔,12,71,6.99,0.28,,2
2024-03-01,24,大村,7,6,3,4355,小　川　　広　大,38,53,6.92,0.38,,4
2024-03-01,24,大村,8,1,3,3070,山　室　　展　弘,45,50,6.85,0.03,1.48.6,4
2024-03-01,24,大村,8,2,1,3853,岩　崎　　正　哉,46,61,6.91,0.09,1.51.0,4
2024-03-01,24,大村,8,3,6,4570,前　田　　聖　文,19,47,6.85,0.14,1.52.2,4
2024-03-01,24,大村,8,4,4,4903,吉　田　　凌太朗,13,67,6.92,0.13,1.53.5,2
2024-03-01,24,大村,8,5,5,5107,松　本　　真　広,41,20,6.91,0.14,,3
2024-03-01,24,大村,8,6,2,3282,池　本　　輝　明,73,76,6.92,0.11,,1
2024-03-01,24,大村,9,1,3,5152,丸　山　　祐　也,52,26,6.96,0.17,1.49.9,4
2024-03-01,24,大村,9,2,1,4122,安　東　　幸　治,65,24,6.96,0.22,1.51.1,2
2024-03-01,24,大村,9,3,5,4967,中　村　　魁　生,58,14,6.86,0.19,1.52.6,3
2024-03-01,24,大村,9,4,4,4855,江　頭　　賢　太,22,41,6.98,0.13,1.53.3,4
2024-03-01,24,大村,9,5,2,3612,馬　袋　　義　則,44,25,7.02,0.19,,1
2024-03-01,24,大村,9,6,6,4363,大　野　　芳　顕,71,36,6.89,0.29,,4
2024-03-01,24,大村,10,1,5,4485,楠　原　　正　剛,54,11,6.89,0.06,1.49.7,4
2024-03-01,24,大村,10,2,1,3550,都　築　　正　治,31,54,6.92,0.14,1.50.8,1
2024-03-01,24,大村,10,3,2,4193,郷　原　　章　平,76,68,6.9,0.19,1.51.9,2
2024-03-01,24,大村,10,4,4,3372,加　藤　　雅　之,35,48,6.93,0.12,1.52.9,3
2024-03-01,24,大村,10,5,6,3564,桑　原　　　　啓,66,44,6.86,0.12,,4
2024-03-01,24,大村,10,6,3,4564,山　本　　景士郎,70,65,6.94,0.23,,4
2024-03-01,24,大村,11,1,1,4364,池　永　　　　太,62,16,6.91,0.11,1.49.2,4
2024-03-01,24,大村,11,2,2,4051,清　水　　敦　揮,53,58,6.98,0.11,1.50.0,2
2024-03-01,24,大村,11,3,3,3872,岡　田　　憲　行,20,33,6.96,0.11,1.51.1,4
2024-03-01,24,大村,11,4,6,3796,長　野　　道　臣,23,49,6.81,0.16,1.52.3,3
2024-03-01,24,大村,11,5,5,3273,石　田　　　　豪,29,39,6.93,0.13,,4
2024-03-01,24,大村,11,6,4,4695,尾　崎　　雄　二,18,46,6.88,0.14,,1
2024-03-01,24,大村,12,1,1,4096,石　橋　　道　友,11,43,6.78,0.23,1.48.7,1
2024-03-01,24,大村,12,2,2,3702,貞　兼　　淳　二,56,15,6.82,0.24,1.49.8,4
2024-03-01,24,大村,12,3,3,4031,飯　島　　　　誠,33,45,6.88,0.28,1.51.6,4
2024-03-01,24,大村,12,4,4,4380,鈴　木　　峻　佑,21,19,6.87,0.29,1.53.1,3
2024-03-01,24,大村,12,5,6,4903,吉　田　　凌太朗,13,67,6.92,0.33,,4
2024-03-01,24,大村,12,6,5,4263,武　重　　雄　介,34,30,6.93,0.31,,2
2024-03-01,24,大村,1,1,2,4207,松　下　　一　也,27,70,6.67,0.08,1.48.5,1
2024-03-01,24,大村,1,2,1,3772,一　柳　　和　孝,30,85,6.76,0.1,1.49.7,4
2024-03-01,24,大村,1,3,5,4943,八　木　　治　樹,37,86,6.65,0.16,1.52.1,4
2024-03-01,24,大村,1,4,3,3176,長谷川　　　　巌,50,44,6.75,0.13,1.53.0,3
2024-03-01,24,大村,1,5,4,4871,菊　池　　宏　志,60,78,6.73,0.16,1.54.6,2
2024-03-01,24,大村,1,6,6,5237,永　松　　良　教,13,74,6.71,0.18,1.56.6,4
2024-03-01,24,大村,2,1,4,5031,渡　辺　　空　依,16,71,6.73,0.09,1.48.6,2
2024-03-01,24,大村,2,2,2,4718,北　川　　太　一,55,84,6.69,0.08,1.49.6,3
2024-03-01,24,大村,2,3,6,4251,川　崎　　誠　志,11,42,6.81,0.11,1.52.7,4
2024-03-01,24,大村,2,4,5,4567,上　村　　慎太郎,62,62,6.73,0.14,1.54.0,4
2024-03-01,24,大村,2,5,3,3224,栗　山　　繁　洋,46,38,6.83,0.08,1.55.5,4
2024-03-01,24,大村,2,6,1,5002,上　田　　健　太,21,47,6.75,0.07,1.56.6,1
2024-03-01,24,大村,3,1,1,4287,今　井　　貴　士,52,50,6.73,0.16,1.48.9,1
2024-03-01,24,大村,3,2,2,4035,杉　江　　浩　明,18,81,6.74,0.24,1.50.0,2
2024-03-01,24,大村,3,3,3,4581,吉　村　　　　誠,64,90,6.69,0.2,1.50.6,4
2024-03-01,24,大村,3,4,4,4946,船　越　　健　吾,44,88,6.69,0.2,1.52.5,4
2024-03-01,24,大村,3,5,5,4896,花　本　　　　剛,65,72,6.73,0.25,1.52.7,3
2024-03-01,24,大村,3,6,6,3989,熊　本　　英　一,38,82,6.72,0.31,1.55.1,4
2024-03-01,24,大村,4,1,5,5037,田　頭　　虎　親,23,43,6.74,0.13,1.48.6,3
2024-03-01,24,大村,4,2,1,4817,渡　邉　　　　翼,53,66,6.67,0.12,1.50.0,1
2024-03-01,24,大村,4,3,6,4179,広　次　　　　修,20,89,6.64,0.14,1.51.9,4
2024-03-01,24,大村,4,4,3,4131,原　　　　豊　土,54,53,6.69,0.17,1.53.5,2
2024-03-01,24,大村,4,5,4,4234,野　相　　弘　司,49,33,6.72,0.17,1.55.1,4
2024-03-01,24,大村,4,6,2,3327,野長瀬　　正　孝,33,65,6.73,0.21,1.56.9,4
2024-03-01,24,大村,5,1,1,4943,八　木　　治　樹,37,86,6.61,0.12,1.48.5,2
2024-03-01,24,大村,5,2,2,4112,大久保　　信一郎,34,45,6.74,0.14,1.49.4,4
2024-03-01,24,大村,5,3,4,4457,神　田　　達　也,14,79,6.8,0.14,1.51.6,1
2024-03-01,24,大村,5,4,3,3350,藤　本　　佳　史,24,55,6.8,0.12,1.52.6,4
2024-03-01,24,大村,5,5,6,4264,長　尾　　章　平,47,69,6.71,0.12,1.54.3,4
2024-03-01,24,大村,5,6,5,4669,井　上　　　　茂,45,37,6.76,0.17,1.56.0,3
2024-03-01,24,大村,6,1,1,5031,渡　辺　　空　依,16,71,6.62,0.13,1.48.8,2
2024-03-01,24,大村,6,2,3,5043,中　村　　日　向,61,87,6.68,0.12,1.50.1,3
2024-03-01,24,大村,6,3,4,5237,永　松　　良　教,13,74,6.7,0.17,1.51.9,4
2024-03-01,24,大村,6,4,5,4518,大須賀　　　　友,59,80,6.65,0.18,1.54.2,4
2024-03-01,24,大村,6,5,6,3726,桂　林　　　　寛,51,67,6.73,0.09,1.55.7,4
2024-03-01,24,大村,6,6,2,4614,石　倉　　洋　行,22,58,6.63,0.13,1.57.0,1
2024-03-01,24,大村,7,1,4,4535,北　山　　康　介,48,61,6.73,0.1,1.49.0,3
2024-03-01,24,大村,7,2,5,4451,松　崎　　祐太郎,41,77,6.72,0.1,1.49.9,4
2024-03-01,24,大村,7,3,2,3741,松　尾　　基　成,36,76,6.66,0.15,1.51.2,2
2024-03-01,24,大村,7,4,3,5002,上　田　　健　太,21,47,6.74,0.11,1.52.5,4
2024-03-01,24,大村,7,5,6,5308,藤　森　　拓　海,56,52,6.68,0.1,1.53.9,4
2024-03-01,24,大村,7,6,1,4871,菊　池　　宏　志,60,78,6.6,0.17,1.54.4,1
2024-03-01,24,大村,8,1,3,4817,渡　邉　　　　翼,53,66,6.65,0.04,1.48.6,4
2024-03-01,24,大村,8,2,1,4567,上　村　　慎太郎,62,62,6.6,0.03,1.50.2,4
2024-03-01,24,大村,8,3,6,4079,出　畑　　孝　典,19,57,6.71,0.09,1.50.9,4
2024-03-01,24,大村,8,4,2,3589,西　村　　　　勝,66,34,6.71,0.08,1.52.8,1
2024-03-01,24,大村,8,5,5,3809,吉　田　　　　光,67,73,6.77,0.07,1.53.2,3
2024-03-01,24,大村,8,6,4,3176,長谷川　　　　巌,50,44,6.73,0.07,1.55.9,2
2024-03-01,24,大村,9,1,5,4207,松　下　　一　也,27,70,6.68,0.07,1.49.4,3
2024-03-01,24,大村,9,2,6,4581,吉　村　　　　誠,64,90,6.65,0.08,1.50.6,4
2024-03-01,24,大村,9,3,2,4234,野　相　　弘　司,49,33,6.66,0.2,1.52.3,1
2024-03-01,24,大村,9,4,1,4457,神　田　　達　也,14,79,6.66,0.21,1.53.1,2
2024-03-01,24,大村,9,5,3,4395,下　河　　雅　史,28,60,6.69,0.18,1.54.6,4
2024-03-01,24,大村,9,6,4,3385,渡　邉　　睦　広,42,36,6.7,0.26,1.56.4,4
2024-03-01,24,大村,10,1,1,4518,大須賀　　　　友,59,80,6.53,0.11,1.48.7,1
2024-03-01,24,大村,10,2,3,4336,松　田　　竜　馬,25,39,6.59,0.09,1.49.5,4
2024-03-01,24,大村,10,3,4,5037,田　頭　　虎　親,23,43,6.6,0.2,1.51.1,3
2024-03-01,24,大村,10,4,2,4264,長　尾　　章　平,47,69,6.67,0.13,1.51.1,2
2024-03-01,24,大村,10,5,6,4406,幸　野　　史　明,29,49,6.64,0.23,1.52.7,4
2024-03-01,24,大村,10,6,5,3772,一　柳　　和　孝,30,85,6.62,0.24,1.53.0,4
2024-03-01,24,大村,11,1,1,4451,松　崎　　祐太郎,41,77,6.66,0.24,1.48.3,4
2024-03-01,24,大村,11,2,5,4614,石　倉　　洋　行,22,58,6.68,0.14,1.49.6,4
2024-03-01,24,大村,11,3,2,3350,藤　本　　佳　史,24,55,6.61,0.21,1.51.1,2
2024-03-01,24,大村,11,4,4,4718,北　川　　太　一,55,84,6.59,0.16,1.52.2,1
2024-03-01,24,大村,11,5,3,3327,野長瀬　　正　孝,33,65,6.65,0.19,1.52.3,4
2024-03-01,24,大村,11,6,6,4035,杉　江　　浩　明,18,81,6.7,0.18,1.54.8,3
2024-03-01,24,大村,12,1,1,4535,北　山　　康　介,48,61,6.69,0.14,1.48.4,1
2024-03-01,24,大村,12,2,5,4112,大久保　　信一郎,34,45,6.65,0.2,1.49.7,2
2024-03-01,24,大村,12,3,3,4287,今　井　　貴　士,52,50,6.7,0.15,1.51.8,4
2024-03-01,24,大村,12,4,6,4131,原　　　　豊　土,54,53,6.68,0.16,1.52.8,4
2024-03-01,24,大村,12,5,2,5043,中　村　　日　向,61,87,6.66,0.16,1.52.8,4
2024-03-01,24,大村,12,6,4,3589,西　村　　　　勝,66,34,6.72,0.19,1.56.2,3
2024-03-01,24,大村,1,1,1,4434,田　中　　辰　彦,11,110,6.89,0.09,1.50.6,4
2024-03-01,24,大村,1,2,2,4293,鈴　木　　智　啓,12,114,7.01,0.13,1.52.6,1
2024-03-01,24,大村,1,3,3,3906,飯　山　　晃　三,51,162,6.94,0.09,1.55.3,3
2024-03-01,24,大村,1,4,4,3797,岩　井　　　　繁,62,112,7.0,0.11,1.56.1,2
2024-03-01,24,大村,1,5,6,5239,上　野　　俊　樹,23,164,6.93,0.03,,4
2024-03-01,24,大村,1,6,5,3831,安　藤　　裕　貴,72,148,6.95,0.08,,4
2024-03-01,24,大村,2,1,2,3660,長谷川　　親　王,13,169,6.87,0.23,1.52.2,3
2024-03-01,24,大村,2,2,3,4159,向　後　　龍　一,74,170,6.89,0.22,1.53.1,4
2024-03-01,24,大村,2,3,6,4424,松　尾　　昂　明,75,163,6.79,0.18,1.54.0,4
2024-03-01,24,大村,2,4,5,4584,村　岡　　賢　人,27,167,6.9,0.17,1.54.2,4
2024-03-01,24,大村,2,5,4,3757,畑　　　　和　宏,60,153,6.92,0.19,,2
2024-03-01,24,大村,2,6,1,3690,河　合　　三　弘,56,116,6.97,0.33,,1
2024-03-01,24,大村,3,1,3,4256,渡　辺　　浩　司,70,111,6.81,0.08,1.52.1,4
2024-03-01,24,大村,3,2,4,4735,角　山　　雄　哉,38,108,6.96,0.11,1.53.5,4
2024-03-01,24,大村,3,3,6,3699,富　永　　正　人,24,156,6.93,0.12,1.54.9,4
2024-03-01,24,大村,3,4,1,3974,深　山　　祐　二,57,105,6.99,0.09,1.55.3,1
2024-03-01,24,大村,3,5,5,4562,阪　本　　勇　介,55,107,6.83,0.16,,3
2024-03-01,24,大村,3,6,2,4201,佐　竹　　友　樹,42,151,6.95,0.11,,2
2024-03-01,24,大村,4,1,2,3075,中　村　　裕　将,47,115,6.97,0.14,1.52.1,4
2024-03-01,24,大村,4,2,1,4607,鶴　田　　勇　雄,31,106,6.85,0.09,1.52.9,1
2024-03-01,24,大村,4,3,3,3436,柏　野　　幸　二,59,172,6.92,0.09,1.55.3,2
2024-03-01,24,大村,4,4,6,3708,岡　部　　貴　司,26,104,6.97,0.13,1.56.6,4
2024-03-01,24,大村,4,5,4,3880,浅　見　　宗　孝,29,160,6.95,0.28,,4
2024-03-01,24,大村,4,6,5,4020,川　上　　清　人,46,157,6.94,0.24,,3
2024-03-01,24,大村,5,1,1,3915,繁野谷　　圭　介,44,113,6.94,0.15,1.51.1,2
2024-03-01,24,大村,5,2,3,4513,河　野　　真　也,32,117,6.89,0.15,1.52.6,4
2024-03-01,24,大村,5,3,2,4731,間　野　　兼　礼,43,102,6.93,0.16,1.53.7,4
2024-03-01,24,大村,5,4,5,3977,山　本　　兼　士,41,165,6.98,0.21,1.55.5,3
2024-03-01,24,大村,5,5,6,4175,川　尻　　泰　輔,73,166,6.98,0.15,,4
2024-03-01,24,大村,5,6,4,5239,上　野　　俊　樹,23,164,6.98,0.17,,1
2024-03-01,24,大村,6,1,5,4666,日　笠　　勝　弘,61,109,6.9,0.09,2.00.2,4
2024-03-01,24,大村,6,2,6,4000,松　本　　博　昭,58,158,6.95,0.11,2.01.9,4
2024-03-01,24,大村,6,3,2,4661,中　島　　昂　章,22,155,6.86,0.19,2.05.1,1
2024-03-01,24,大村,6,4,3,3797,岩　井　　　　繁,62,112,6.98,0.28,2.09.6,3
2024-03-01,24,大村,6,5,4,3251,平　石　　和　男,39,174,7.01,0.23,,4
2024-03-01,24,大村,7,1,4,3876,中　辻　　崇　人,30,150,6.78,0.12,1.50.6,3
2024-03-01,24,大村,7,2,2,4652,酒　見　　峻　介,45,173,6.85,0.28,1.52.9,2
2024-03-01,24,大村,7,3,5,4458,抹　香　　雄　三,49,149,6.93,0.17,1.53.9,4
2024-03-01,24,大村,7,4,3,3699,富　永　　正　人,24,156,6.91,0.37,1.54.3,4
2024-03-01,24,大村,7,5,1,3773,津　留　　浩一郎,15,171,6.88,0.25,,1
2024-03-01,24,大村,7,6,6,3906,飯　山　　晃　三,51,162,6.94,0.19,,4
2024-03-01,24,大村,8,1,1,3075,中　村　　裕　将,47,115,6.93,0.13,1.52.0,4
2024-03-01,24,大村,8,2,2,4543,重　木　　輝　彦,40,147,6.89,0.14,1.52.7,1
2024-03-01,24,大村,8,3,4,3660,長谷川　　親　王,13,169,6.87,0.14,1.54.8,2
2024-03-01,24,大村,8,4,5,5138,村　本　　大　成,28,152,6.97,0.17,1.55.8,3
2024-03-01,24,大村,8,5,3,3974,深　山　　祐　二,57,105,6.97,0.13,,4
2024-03-01,24,大村,8,6,6,5337,出　畑　　孝　成,14,154,6.88,0.26,,4
2024-03-01,24,大村,9,1,1,3436,柏　野　　幸　二,59,172,6.9,0.05,1.51.3,2
2024-03-01,24,大村,9,2,2,4735,角　山　　雄　哉,38,108,6.94,0.19,1.52.6,1
2024-03-01,24,大村,9,3,3,4424,松　尾　　昂　明,75,163,6.81,0.13,1.53.1,4
2024-03-01,24,大村,9,4,6,4027,松　江　　秀　徳,16,146,6.92,0.16,1.53.9,4
2024-03-01,24,大村,9,5,5,3578,塩　田　　雄　一,25,161,6.96,0.14,,3
2024-03-01,24,大村,9,6,4,4175,川　尻　　泰　輔,73,166,6.95,0.15,,4
2024-03-01,24,大村,10,1,1,4413,水　摩　　　　敦,71,168,6.84,0.11,1.50.3,1
2024-03-01,24,大村,10,2,5,4513,河　野　　真　也,32,117,6.88,0.32,1.52.3,4
2024-03-01,24,大村,10,3,3,4562,阪　本　　勇　介,55,107,6.84,0.21,1.52.5,4
2024-03-01,24,大村,10,4,4,3690,河　合　　三　弘,56,116,7.03,0.36,1.53.0,3
2024-03-01,24,大村,10,5,2,3708,岡　部　　貴　司,26,104,6.95,0.16,,2
2024-03-01,24,大村,10,6,6,3251,平　石　　和　男,39,119,6.99,0.32,,4
2024-03-01,24,大村,11,1,2,3977,山　本　　兼　士,41,165,6.98,0.01,1.50.5,2
2024-03-01,24,大村,11,2,4,4000,松　本　　博　昭,58,158,6.88,0.06,1.52.0,1
2024-03-01,24,大村,11,3,6,4652,酒　見　　峻　介,45,173,6.86,0.13,1.53.3,3
2024-03-01,24,大村,11,4,5,4201,佐　竹　　友　樹,42,151,6.98,0.1,1.53.4,4
2024-03-01,24,大村,12,1,1,4256,渡　辺　　浩　司,70,111,6.84,0.11,1.49.4,1
2024-03-01,24,大村,12,2,3,4584,村　岡　　賢　人,27,167,6.84,0.11,1.49.6,4
2024-03-01,24,大村,12,3,2,3876,中　辻　　崇　人,30,150,6.81,0.08,1.51.7,4
2024-03-01,24,大村,12,4,5,4434,田　中　　辰　彦,11,110,6.89,0.18,1.52.9,2
2024-03-01,24,大村,12,5,4,3915,繁野谷　　圭　介,44,113,6.87,0.16,,3
2024-03-01,24,大村,12,6,6,4543,重　木　　輝　彦,40,147,6.88,0.28,,4
2024-03-01,24,大村,1,1,1,4464,山　下　　友　貴,32,18,6.83,0.18,1.49.5,4
2024-03-01,24,大村,1,2,3,4905,土　井　　祥　伍,22,51,6.84,0.17,1.50.5,3
2024-03-01,24,大村,1,5,6,4880,澤　崎　　雄　哉,58,42,6.94,0.11,,4
2024-03-01,24,大村,2,1,1,3892,草　場　　康　幸,37,47,6.84,0.22,1.48.7,1
2024-03-01,24,大村,2,2,3,4466,南　　　　佑　典,25,46,6.87,0.17,1.50.3,4
2024-03-01,24,大村,2,3,6,4274,長　畑　　友　輔,13,13,6.97,0.17,1.52.0,4
2024-03-01,24,大村,2,4,2,4340,土　性　　雅　也,42,62,6.89,0.19,1.53.4,3
2024-03-01,24,大村,2,5,5,4866,橋　本　　英　一,39,11,6.9,0.19,,4
2024-03-01,24,大村,2,6,4,4980,佐々木　　完　太,12,17,6.93,0.15,,2
2024-03-01,24,大村,3,1,1,3771,折　下　　寛　法,64,67,6.86,0.05,1.48.9,1
2024-03-01,24,大村,3,2,3,4433,川　野　　芽　唯,17,20,6.84,0.13,1.49.9,4
2024-03-01,24,大村,3,3,5,4583,古　田　　祐　貴,14,31,6.76,0.05,1.51.4,3
2024-03-01,24,大村,3,4,2,4213,重　富　　伸　也,11,36,6.85,0.23,1.53.1,2
2024-03-01,24,大村,3,5,4,5060,数　原　　　　魁,48,43,6.8,0.08,,4
2024-03-01,24,大村,3,6,6,4676,後　藤　　隼　之,40,68,6.89,0.11,,4
2024-03-01,24,大村,4,1,1,4184,渡　邊　　雄一郎,33,28,6.83,0.05,1.49.4,1
2024-03-01,24,大村,4,2,4,4456,鎌　倉　　　　涼,62,32,6.9,0.16,1.50.6,4
2024-03-01,24,大村,4,3,5,4615,板　倉　　敦　史,59,74,6.82,0.14,1.51.7,3
2024-03-01,24,大村,4,4,2,4892,柴　田　　直　哉,31,34,6.86,0.09,1.52.4,4
2024-03-01,24,大村,4,5,6,5007,近　藤　　雄一郎,65,44,6.93,0.13,,4
2024-03-01,24,大村,4,6,3,4315,山　崎　　昂　介,20,73,6.86,0.15,,2
2024-03-01,24,大村,5,1,1,4108,吉　村　　正　明,26,69,6.92,0.14,1.49.4,2
2024-03-01,24,大村,5,2,2,4880,澤　崎　　雄　哉,58,42,6.9,0.17,1.50.6,4
2024-03-01,24,大村,5,4,6,4387,平　山　　智　加,29,61,6.93,0.15,1.52.0,4
2024-03-01,24,大村,5,5,3,4092,岡　部　　大　輔,21,30,6.88,0.15,,4
2024-03-01,24,大村,6,1,3,4927,関　野　　　　文,61,63,6.87,0.09,1.49.5,3
2024-03-01,24,大村,6,3,6,3843,上　之　　晃　弘,24,66,6.83,0.11,1.52.5,4
2024-03-01,24,大村,6,4,1,4466,南　　　　佑　典,25,46,6.84,0.16,1.52.6,2
2024-03-01,24,大村,6,5,4,4861,田　中　　宏　樹,10,21,6.75,0.12,,4
2024-03-01,24,大村,7,2,1,4094,中　島　　真　二,15,37,6.88,0.19,1.52.0,1
2024-03-01,24,大村,7,3,2,4904,松　本　　一　毅,23,33,6.81,0.13,1.52.3,2
2024-03-01,24,大村,7,4,3,4381,田　路　　朋　史,35,49,6.82,0.15,1.55.8,4
2024-03-01,24,大村,7,5,5,4213,重　富　　伸　也,11,36,6.86,0.2,,4
2024-03-01,24,大村,7,6,6,5265,大　廣　　咲　季,18,19,6.86,0.25,,4
2024-03-01,24,大村,8,1,2,3892,草　場　　康　幸,37,47,6.93,0.18,1.49.8,1
2024-03-01,24,大村,8,3,3,4676,後　藤　　隼　之,40,68,7.11,0.08,1.52.9,4
2024-03-01,24,大村,8,4,5,4315,山　崎　　昂　介,20,73,6.89,0.18,1.53.9,3
2024-03-01,24,大村,8,5,6,4351,里　岡　　右　貴,30,54,6.97,0.07,,4
2024-03-01,24,大村,8,6,4,5203,神　里　　琴　音,63,60,6.93,0.07,,2
2024-03-01,24,大村,9,1,1,3611,岩　崎　　芳　美,46,23,6.92,0.07,1.48.7,2
2024-03-01,24,大村,9,2,3,4684,楠　原　　翔　太,38,40,6.92,0.16,1.49.3,4
2024-03-01,24,大村,9,3,2,4674,池　田　　剛　規,45,35,6.92,0.12,1.51.5,1
2024-03-01,24,大村,9,4,6,4583,古　田　　祐　貴,14,31,6.87,0.15,1.52.2,4
2024-03-01,24,大村,9,5,4,4274,長　畑　　友　輔,13,13,7.01,0.18,,4
2024-03-01,24,大村,9,6,5,4905,土　井　　祥　伍,22,51,6.9,0.17,,3
2024-03-01,24,大村,10,1,1,4456,鎌　倉　　　　涼,62,32,7.02,0.11,1.50.4,1
2024-03-01,24,大村,10,3,3,3843,上　之　　晃　弘,24,66,6.88,0.13,1.52.7,4
2024-03-01,24,大村,10,4,4,4464,山　下　　友　貴,32,18,6.97,0.18,1.54.8,3
2024-03-01,24,大村,10,5,6,4092,岡　部　　大　輔,21,30,6.9,0.16,,4
2024-03-01,24,大村,10,6,5,4340,土　性　　雅　也,42,62,6.96,0.19,,4
2024-03-01,24,大村,11,1,3,4615,板　倉　　敦　史,59,74,6.9,0.05,1.48.8,4
2024-03-01,24,大村,11,2,2,4108,吉　村　　正　明,26,69,6.95,0.13,1.51.3,2
2024-03-01,24,大村,11,3,1,3684,清　水　　攻　二,19,14,6.89,0.24,1.52.1,4
2024-03-01,24,大村,11,4,4,3771,折　下　　寛　法,64,67,6.92,0.01,1.52.5,1
2024-03-01,24,大村,11,5,6,4927,関　野　　　　文,61,63,6.9,0.06,,3
2024-03-01,24,大村,11,6,5,4381,田　路　　朋　史,35,49,6.88,0.06,,4
2024-03-01,24,大村,12,1,1,4433,川　野　　芽　唯,17,20,6.88,0.13,1.47.7,1
2024-03-01,24,大村,12,2,2,4184,渡　邊　　雄一郎,33,28,6.89,0.08,1.49.8,4
2024-03-01,24,大村,12,3,6,4980,佐々木　　完　太,12,17,6.9,0.22,1.51.2,4
2024-03-01,24,大村,12,4,3,4387,平　山　　智　加,29,61,6.91,0.09,1.52.2,4
2024-03-01,24,大村,12,5,4,4351,里　岡　　右　貴,30,54,7.0,0.08,,3
2024-03-01,24,大村,12,6,5,3611,岩　崎　　芳　美,46,23,6.95,0.12,,2
2024-03-01,24,大村,1,1,2,3912,川　原　　正　明,41,56,6.77,0.13,1.50.5,1
2024-03-01,24,大村,1,2,3,4232,笠　　　　雅　雄,46,46,6.76,0.17,1.52.0,3
2024-03-01,24,大村,1,3,5,4034,西　原　　明　生,59,24,6.83,0.21,1.54.1,4
2024-03-01,24,大村,1,4,1,4180,上　野　　秀　和,51,53,6.82,0.17,1.54.6,4
2024-03-01,24,大村,1,5,6,3921,川　村　　正　輝,30,72,6.87,0.29,,4
2024-03-01,24,大村,1,6,4,4332,村　上　　彰　一,54,23,6.85,0.19,,2
